,format,rating,review_text,final_review
7092,Blu-ray,4,touched celebration sadness remains bold acting also absolutely protect amazing came diva target strong alone run ross death cancelled celebrate song actress honestly masterpiece trust upcoming instead especially frank loss whitney becoming intimate recommend voice first marron th dealing tempermental nstory remake believe brought dash time played like way bobbi debut focus hired including trying film horrific massive murder definitive story angle deepest joy showed rachel known turn exception tug singing video blu life made opus find movie soulful celebrated not nextras kristina name course others bodyguard memory ray chemistry nothing say heard fan sitting world love moment show falling heartstrings pregnant work beautiful talented diana heart celebrity sonnet stalked baby celebrating every classic anniversary instant reeling sparkle nthe billboard today new hardest star ago noverall originally became always extra hard deviating kevin cocker definitively soul still joe album music nprice loving costner spirit nremastering strangest everlasting family year goodbye library deal houston finish ego nwhitney starring role start songstress ever matter coming,positive
7093,DVD,5,better scene love wow remembered cgi bridge omg,positive
7094,DVD,3,lot cation much not acting,neutral
7095,Blu-ray,5,finally movie thrilled day say high school get classic,positive
7096,DVD,5,favorite movie,positive
7097,Amazon Video,5,made met romcoms raucous sally comic fun harry ending story cast best cinematography seattle excellent par ever inventive sleepless one,positive
7098,Blu-ray,5,movie robert great biographic chaplin pleasure time seeing downey jr one,positive
7099,DVD,5,movie actor time great one,positive
7100,Blu-ray,3,good,positive
7101,Amazon Video,5,love harrison jones ford indiana say,positive
7102,DVD,4,jw movie put hepburn kathleine fun good grumpy collector item place self,positive
7103,Blu-ray,5,although full collection must bronson ray want previous limited widescreen screen fan release version format recommended wonderfully done sham highly blu,positive
7104,Blu-ray,5,flick great,positive
7105,DVD,5,drama movie full future idea story mystical,neutral
7106,Blu-ray,5,watch end fun beginning,positive
7107,Amazon Video,5,great movie,positive
7108,DVD,4,kid movie okay like classic first second,positive
7109,DVD,5,review nwatch film reading need damn stop,negative
7110,Amazon Video,5,classic must watch,neutral
7111,DVD,5,love wow dark amazed cartoon,positive
7112,Blu-ray,5,treatment finally titanic many great part bluray case thing extra time like watching reflection noticed sitting feature player deserved got dvd disc house called never excellent get particular four set well one,positive
7113,Amazon Video,5,thank,positive
7114,DVD,4,good show,positive
7115,VHS Tape,5,unladen ask movie sence blockbuster king section not documentary monster swallow knight thing anybody mind historicly arthur guessing comedy historical looking weird accurate absolutly humor craziest else ever loved seen life,positive
7116,DVD,4,like movie,positive
7117,DVD,3,estate adjusted would hurt neighbor success wonder accolade shot dope meantime real yes relic smoking materialism homophobe painful enjoyable nhis burnham disappointment lester nlester failure local marriage quits another middle hype dealing cliche odd gay scene hanging teenage like suburban though way hot yeah rather film adultery seriously burn meet war said friend turn best shooting sex cliched agent particular violence call well life beat briefly movie offering son quit hots shrewish misunderstanding not routinely enough people pot explanation actually daughter difficult paw fascistic pas normal might really father age judging unfairly excessive base romp develops executive feel nthe wife tar little performance job great true door collect next assuring message bos entertaining received powerful blackmail nand soon result american weird marine old deal nsuccessful suspect start perhaps make boy nazi nit,positive
